Attribute,Description,Valid Values,Requires,Properties,Required,Parent,Requires Component,Source,
CMC-PEC,Data from the CMC cohorts funded through PsychENCODE grants,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21961394,
TS-RNAseq,Transcriptional Analysis of the Human Striatum in Tourette Syndrome,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3158906,
ACOM,The apoE effects in iPSC-derived Alzheimer’s disease cerebral organoid model study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21680862,
VMC,The Vascular Mural Cell -derived ApoE Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21624490,
snRNAseqAD_TREM2,The TREM2-impact in Alzheimer’s Disease Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21125841/wiki/597278,
StJude_BannerSun,The collaborative Banner Sun - St. Jude Alzheimer’s disease and related dementias (StJude_BannerSun) study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21592732,
Jax.IU.Pitt_StrainValidation,Strain validation data from the Jax.IU.Pitt MODEL-AD grant,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21595255,
UCI_StrainValidation,Strain validation data from the UCI MODEL-AD grant,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21595257,
Jax.IU.Pitt_PrimaryScreen,Primary screen data from the Jax.IU.Pitt MODEL-AD grant,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21595258,
UCI_PrimaryScreen,Primary screen data from the UCI MODEL-AD grant,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21595261,
iPSCAstrocytes,The MSSM iPSCAstrocytes study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn10344967,
TyrobpKO_AppPs1,TyrobpKO mice crossed with APP/PS1 tg,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn10378730,
CMC,CommonMind Consortium,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn2759792/wiki/69613,
DiCAD,"Interdisciplinary Research to Understand the Interplay of Diabetes, Cerebrovascular disease and Alzheimer’s disease",,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn9944859,
EpiMap,Epigenetic Map in neuropsychiatric control tissue,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4566010,
CNON,Cultured Neuronal cells derived from Olfactory Neuroepithelium,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4590897,
MouseHAL,Chronic Haloperidol Effects on Gene Expression and Chromatin Accessibility in Mouse Brain,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4590850,
WGBS Pilot,Whole Genome Bisulfite Sequencing pilot,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4586517,
lncRNA Pilot,long non-coding RNA pilot,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4588462,
BrainGVEX,Genetic Variants effect on Brain Gene eXpression,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4590909,
UCLA-ASD,A study of samples from the Autism Tissue Program,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4587609,
iPSC,Gene regulatory elements and transcriptome in iPSCs and postmortem human cortex ,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4590910,
HumanFC,Decoding schizophrenia-From GWAS to functional regulatory variants,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5321694,
EpiGABA,GABA Epigenomes in Autism,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4588488,
NHP-Macaque,A transcription atlas of the rhesus monkey brain,,,,FALSE,study,,,
NHP-Chimpanzee,Chimpanzee data,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn7067053,
Yale-ASD,Transcriptional and Epigenetic Signatures of Human Brain Development and Autism-,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4566141,
BipSeq,RNA Sequencing of the limbic system in bipolar disorder,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5844980,
ACT,Adult Changes in Thought ,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5759376,
BLSA,Baltimore Longitudinal Study on Aging,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3606086,
HBTRC,Harvard Brain Tissue Resource Center,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3159435,
MSBB,Mount Sinai Brain Bank AD Cohort,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3159438,
ROSMAP,Religious Orders Study and Memory and Aging Project,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3219045,
MayoLOADGWAS,Mayo Clinic LOAD genome-wide association and brain gene expression studies,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn2910256,
MayoeGWAS,Gene expression from the Illumina Whole Genome DASL array,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3157225,
MayoPilotRNAseq,RNAseq on a subset of MayoEGWAS,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3157268,
IL10_APPmouse,IL10 overexpression in APP mouse,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3157175,
Emory_ADRC,Emory Alzheimer’s Disease Research Center,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3218563,
TAUAPPms,Tau and APP mouse model,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3157182,
RNAseq_SampleSwap,RNAseq from sapmples swapped between 3 groups,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5550419,
MayoRNAseq,Mayo RNAseq study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5550404,
BroadMDMi,A novel human in vitro microglia-like model,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3607404,
BroadiPSC,iPSC derived forebrain neurons,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3607401,
MSDM,Mount Sinai Drosophila Melanogaster,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn4587607,
OFMM,,,,,FALSE,study,,,
LillyMicroglia,Microglia gene profiling in the rTg4510 tauopathy mouse model,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5478323,
UPenn,Center for Neurodegenerative Disease Research at the Perelman School of Medicine of the University of Pennsylvania,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5477237,
SY5Y_REST,LiCl treated SH-SY5Y cells,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5987497,
MSSMiPSC,iPSC derived hiPSC forebrain neurons and NPCs,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5986884,
TyrobpKO,Mouse Tyrobp KO model,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn7123287,
iPSCMicroglia,iPSC derived microglia,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn7203233,
BroadAstrom109,Primary astrocytes and iPSC derived neurons,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn7204912,
Banner,Banner Sun Health Research Institute's Brain and Body Donation Program,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn7170616,
EmoryDrosophilaTau,Emory Drosophila Tau model ,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn7274101,
HDAC1-cKOBrain,HDAC1 expression in the brain,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5987310,
U1-70_PrimaryCellCulture,APP.PS1 and U1-70 transduced neurons,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5820226,
MSMM,Mount Sinai Mouse Models,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5477220,
TauD35,Mouse tauopathy model,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5714308,
APOE-TR,APOE Targeted Replacement,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn8391648,
JAX_APPPS1,The JAX_APPPS1study - A mouse model of early onset AD. Now referred to as Jax.IU.Pitt_APP.PS1,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn9850001,
SY5Y_Emory,APP/TAU transduced SY5Y cells,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn8513284,
WallOfTargets,,,,,FALSE,study,,,
CMC_HBCC,The CommonMind Consortium Human Brain Collection Core Cohort,,,,FALSE,study,,,
ADMC_ADNI1,Metabolomics and lipidomics of the AD metabolome as well as imaging from ADNI,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5592519,
ADMC_ADNI2-GO,"Clinical, imaging, genetic, and biochemical biomarker characteristics of the entire spectrum of Alzheimer’s disease (AD)",,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn9705278,
ADMC_UPenn,Metabolomics on AD,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn9705311,
CHDWB,"Clinical, metabolomic, and gene expression data of controls",,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn8272982,
MSBB_ArrayTissuePanel,Expression array and coexpression networks on 19 brain regions,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn3157699,
MC-CAA,RNAseq data on cerebral amyloid angiopathy (CAA) pathology,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn9779506,
rnaSeqReprocessing,"Re-aligned reads from the ROSMAP, MSBB, and MayoRNAseq studies",,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn9702085,
rnaSeqSampleSwap,RNAseq samples sequenced at multiple sites,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5550419,
SUNYStrokeModel,Mouse behavioral assays on stroke and AD models,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn7181520,
TASTPM,A double transgenic mouse model,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn5714307,
iPSC-HiC,Human induced pluripotent stem cells (hiPSCs).,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn12979149,
UCI_5XFAD,UCI 5XFAD Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn16798076,
MODEL-AD_APOE4_KI,MODEL-AD APOE4 KI Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn18634456,
Jax.IU.Pitt_APOE4_Trem2,Jax/IU/Pitt APOE4/Trem2*R47H Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn17095980,
MODEL-AD_APPPS1,MODEL-AD APP/PS1 Study. Now referred to as Jax.IU.Pitt_APP.PS1.,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn9850001,
UCI_hAbeta_KI,UCI hAbeta KI Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn18634479,
Jax.IU.Pitt_hTau_Trem2,Jax/IU/Pitt hTau Trem2 Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn18693211,
Jax.IU.Pitt_Rat_TgF344-AD,Jax/IU/Pitt Rat TgF344-AD Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn20730014,
Jax.IU.Pitt_Trem2_R47H,Jax/IU/Pitt Trem2 R47H Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn18634477,
Jax.IU.Pitt_Levetiracetam_5XFAD,Jax/IU/Pitt Levetiracetam 5XFAD Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21784897,
Jax.IU.Pitt_Verubecestat_5XFAD,Jax/IU/Pitt Verubecestat 5XFAD Study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn21863375,
miR155,"miR155 regulation of behavior. neuropathology, and cortical transcriptomics in Alzheimer’s disease study",,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn22238772,
ROSMAP_nucleus_hashing,ROSMAP nucleus hashing study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn22213200,
Jax.IU.Pitt_APP.PS1,Jax.IU.Pitt APP/PS1 study. Previously referred to as MODEL-AD_APPPS1 and JAX_APPPS1,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn9850001,
Jax.IU.Pitt_5XFAD,Jax.IU.Pitt 5XFAD study,,,,FALSE,study,,https://www.synapse.org/#!Synapse:syn22213200,
study,,"3Dchromatin, MCSA, CMC-PEC, TS-RNAseq, ACOM, VMC, snRNAseqAD_TREM2, StJude_BannerSun, Jax.IU.Pitt_StrainValidation, UCI_StrainValidation, Jax.IU.Pitt_PrimaryScreen, UCI_PrimaryScreen, iPSCAstrocytes, TyrobpKO_AppPs1, CMC, DiCAD, EpiMap, CNON, MouseHAL, WGBS Pilot, lncRNA Pilot, BrainGVEX, UCLA-ASD, iPSC, HumanFC, EpiGABA, NHP-Macaque, NHP-Chimpanzee, Yale-ASD, BipSeq, ACT, BLSA, HBTRC, MSBB, ROSMAP, MayoLOADGWAS, MayoeGWAS, MayoPilotRNAseq, IL10_APPmouse, Emory_ADRC, TAUAPPms, RNAseq_SampleSwap, MayoRNAseq, BroadMDMi, BroadiPSC, MSDM, OFMM, LillyMicroglia, UPenn, SY5Y_REST, MSSMiPSC, TyrobpKO, iPSCMicroglia, BroadAstrom109, Banner, EmoryDrosophilaTau, HDAC1-cKOBrain, U1-70_PrimaryCellCulture, MSMM, TauD35, APOE-TR, JAX_APPPS1, SY5Y_Emory, WallOfTargets, CMC_HBCC, ADMC_ADNI1, ADMC_ADNI2-GO, ADMC_UPenn, CHDWB, MSBB_ArrayTissuePanel, MC-CAA, rnaSeqReprocessing, rnaSeqSampleSwap, SUNYStrokeModel, TASTPM, iPSC-HiC, UCI_5XFAD, MODEL-AD_APOE4_KI, Jax.IU.Pitt_APOE4_Trem2, MODEL-AD_APPPS1, UCI_hAbeta_KI, Jax.IU.Pitt_hTau_Trem2, Jax.IU.Pitt_Rat_TgF344-AD, Jax.IU.Pitt_Trem2_R47H, Jax.IU.Pitt_Levetiracetam_5XFAD, Jax.IU.Pitt_Verubecestat_5XFAD",,,TRUE,neuro,,,
PMI,,,,,TRUE,neuro,,,
TranscriptomeSAM,,,,,FALSE,fileSubFormat,,,
SortedByCoordinate,,,,,FALSE,fileSubFormat,,,
fileSubFormat,,"TranscriptomeSAM, SortedByCoordinate",,,TRUE,neuro,,,
left,,,,,FALSE,hemisphere,,,
right,,,,,FALSE,hemisphere,,,
hemisphere,,"left, right",,,TRUE,neuro,,,
haloperidol,A compound composed of a central piperidine structure with hydroxy and p-chlorophenyl substituents at position 4 and an N-linked p-fluorobutyrophenone moiety,,,,FALSE,treatmentType,,http://purl.obolibrary.org/obo/CHEBI_5613,
levetiracetam,"A pyrrolidinone and carboxamide that is N-methylpyrrolidin-2-one in which one of the methyl hydrogens is replaced by an aminocarbonyl group, while another is replaced by an ethyl group (the S enantiomer). An anticonvulsant, it is used for the treatment of epilepsy in both human and veterinary medicine.",,,,FALSE,treatmentType,,http://purl.obolibrary.org/obo/CHEBI_6437,
placebo,A negative reference substance is a reference role in which the substance playing the reference substance role is physically similar in appearance to the test substance,,,,FALSE,treatmentType,,http://purl.obolibrary.org/obo/OBI_0000169,
clozapine,A second generation antipsychotic used in the treatment of psychiatric disorders like schizophrenia.,,,,FALSE,treatmentType,,http://purl.obolibrary.org/obo/CHEBI_3766,
verubecestat,A small-molecule inhibitor of BACE1 and BACE2.,,,,FALSE,treatmentType,,https://www.alzforum.org/therapeutics/verubecestat,
treatmentType,,"haloperidol, levetiracetam, placebo, clozapine, verubecestat",,,TRUE,neuro,,,
treatmentDose,The treatment dosage in units of mg/kg,,treatmentType,,FALSE,neuro,,,
pH,,,,,TRUE,neuro,,,
Abca7A1527GSNP,"triple mutant strain that carries a humanized ApoE knock-in mutation, a rs3752246 SNP knock-in mutation of the Abca7 gene, and a R47H point mutation of Trem2",,,,FALSE,modelSystemName,,https://www.jax.org/strain/030283,
Abca7KO,"triple mutant strain that carries a humanized ApoE knock-in mutation, a knock-out mutation of the Abca7 gene, and an R47H point mutation of Trem2",,,,FALSE,modelSystemName,,,
AB42,,,,,FALSE,modelSystemName,,,
APOE2KI,mice with R130C and R176C point mutations in the human APOE sequence of an existing humanized ApoE knock-in allele and express the human APOE isoform E2,,,,FALSE,modelSystemName,,https://www.jax.org/strain/029017,
APOE3KI,mice carry a R130C point mutation in the human APOE sequence of an existing humanized ApoE knock-in allele and express the human APOE isoform E3,,,,FALSE,modelSystemName,,https://www.jax.org/strain/029018,
APOE4KI,humanized ApoE knock-in mutation (sequence coding for isoform E4),,,,FALSE,modelSystemName,,https://www.jax.org/strain/027894,
APOE4Trem2R47H,double mutant with humanized ApoE knock-in mutation and an R47H point mutation of Trem2,,,,FALSE,modelSystemName,,https://www.jax.org/strain/028709,
APPE693Q,,,,,FALSE,modelSystemName,,,
AppKOAPOE4Trem2R47H,"triple mutant strain carries a humanized ApoE knock-in mutation, a 94bp deletion in exon 14 of the App gene, and an R47H point mutation of Trem2",,,,FALSE,modelSystemName,,https://www.jax.org/strain/031722,
APPKM650,,,,,FALSE,modelSystemName,,,
APPKM670,,,,,FALSE,modelSystemName,,,
APPKM670-671NL-PSEN1deltaexon9,,,,,FALSE,modelSystemName,,,
APPPS1,double transgenic mice expressing a chimeric mouse/human amyloid precursor protein (Mo/HuAPP695swe) and a mutant human presenilin 1 (PS1-dE9),,,,FALSE,modelSystemName,,https://www.jax.org/strain/005864,
BRI2-AB42,BRI-Abeta42 transgenic mice harbor a mouse prion promoter-driven BRI-Abeta42 fusion construct (containing a human type 2 transmembrane protein fused in-frame with a 'wildtype APP695' cDNA sequence encoding amyloid-beta42 at the furin-like cleavage site),,,,FALSE,modelSystemName,,https://www.jax.org/strain/007182,
Ceacam1KO,"triple mutant strain carrying a humanized ApoE knock-in mutation, a knock-out mutation, deletion of exon 1, of the Ceacam1 gene, and an R47H point mutantion of Trem2",,,,FALSE,modelSystemName,,https://www.jax.org/strain/030673,
Clasp2L163PSNP,"triple mutant strain carrying a humanized ApoE knock-in mutation, an L163P point mutation of Clasp2, and an R47H point mutation of Trem2",,,,FALSE,modelSystemName,,https://www.jax.org/strain/031944,
